bin.id	gene_id	counts
KE_lactobacillus_man_1	EC:1.1.1.1	2
KE_lactobacillus_man_1	EC:1.1.1.10	0
KE_lactobacillus_man_1	EC:1.1.1.100	1
KE_lactobacillus_man_1	EC:1.1.1.101	0
KE_lactobacillus_man_1	EC:1.1.1.102	0
KE_lactobacillus_man_1	EC:1.1.1.103	0
KE_lactobacillus_man_1	EC:1.1.1.105	0
KE_lactobacillus_man_1	EC:1.1.1.107	0
KE_lactobacillus_man_1	EC:1.1.1.108	0
KE_lactobacillus_man_1	EC:1.1.1.11	0
KE_lactobacillus_man_1	EC:1.1.1.116	0
KE_lactobacillus_man_1	EC:1.1.1.117	0
KE_lactobacillus_man_1	EC:1.1.1.122	0
KE_lactobacillus_man_1	EC:1.1.1.125	0
KE_lactobacillus_man_1	EC:1.1.1.130	0
KE_lactobacillus_man_1	EC:1.1.1.132	0
KE_lactobacillus_man_1	EC:1.1.1.133	0.9090909090909091
KE_lactobacillus_man_1	EC:1.1.1.136	0
KE_lactobacillus_man_1	EC:1.1.1.137	0
KE_lactobacillus_man_1	EC:1.1.1.14	0
KE_lactobacillus_man_1	EC:1.1.1.140	0
KE_lactobacillus_man_1	EC:1.1.1.141	0
KE_lactobacillus_man_1	EC:1.1.1.144	0
KE_lactobacillus_man_1	EC:1.1.1.145	0
KE_lactobacillus_man_1	EC:1.1.1.156	0
KE_lactobacillus_man_1	EC:1.1.1.157	0
KE_lactobacillus_man_1	EC:1.1.1.159	0
KE_lactobacillus_man_1	EC:1.1.1.163	0
KE_lactobacillus_man_1	EC:1.1.1.169	0
KE_lactobacillus_man_1	EC:1.1.1.17	0
KE_lactobacillus_man_1	EC:1.1.1.170	0
KE_lactobacillus_man_1	EC:1.1.1.173	0
KE_lactobacillus_man_1	EC:1.1.1.178	0
KE_lactobacillus_man_1	EC:1.1.1.179	0
KE_lactobacillus_man_1	EC:1.1.1.18	0
KE_lactobacillus_man_1	EC:1.1.1.181	0
KE_lactobacillus_man_1	EC:1.1.1.184	0
KE_lactobacillus_man_1	EC:1.1.1.189	0
KE_lactobacillus_man_1	EC:1.1.1.193	0
KE_lactobacillus_man_1	EC:1.1.1.195	0
KE_lactobacillus_man_1	EC:1.1.1.197	0
KE_lactobacillus_man_1	EC:1.1.1.2	0
KE_lactobacillus_man_1	EC:1.1.1.202	0
KE_lactobacillus_man_1	EC:1.1.1.203	0
KE_lactobacillus_man_1	EC:1.1.1.205	1
KE_lactobacillus_man_1	EC:1.1.1.206	0
KE_lactobacillus_man_1	EC:1.1.1.208	0
KE_lactobacillus_man_1	EC:1.1.1.21	0
KE_lactobacillus_man_1	EC:1.1.1.211	0
KE_lactobacillus_man_1	EC:1.1.1.215	0
KE_lactobacillus_man_1	EC:1.1.1.216	0
KE_lactobacillus_man_1	EC:1.1.1.218	0
KE_lactobacillus_man_1	EC:1.1.1.219	0
KE_lactobacillus_man_1	EC:1.1.1.22	0
KE_lactobacillus_man_1	EC:1.1.1.220	0
KE_lactobacillus_man_1	EC:1.1.1.23	0
KE_lactobacillus_man_1	EC:1.1.1.234	0
KE_lactobacillus_man_1	EC:1.1.1.237	0
KE_lactobacillus_man_1	EC:1.1.1.239	0
KE_lactobacillus_man_1	EC:1.1.1.243	0
KE_lactobacillus_man_1	EC:1.1.1.244	0
KE_lactobacillus_man_1	EC:1.1.1.25	0
KE_lactobacillus_man_1	EC:1.1.1.251	0
KE_lactobacillus_man_1	EC:1.1.1.252	0
KE_lactobacillus_man_1	EC:1.1.1.257	0
KE_lactobacillus_man_1	EC:1.1.1.26	0
KE_lactobacillus_man_1	EC:1.1.1.261	0
KE_lactobacillus_man_1	EC:1.1.1.262	0
KE_lactobacillus_man_1	EC:1.1.1.264	0
KE_lactobacillus_man_1	EC:1.1.1.267	0
KE_lactobacillus_man_1	EC:1.1.1.27	3
KE_lactobacillus_man_1	EC:1.1.1.271	0
KE_lactobacillus_man_1	EC:1.1.1.272	0
KE_lactobacillus_man_1	EC:1.1.1.275	0
KE_lactobacillus_man_1	EC:1.1.1.276	0
KE_lactobacillus_man_1	EC:1.1.1.28	1
KE_lactobacillus_man_1	EC:1.1.1.281	0
KE_lactobacillus_man_1	EC:1.1.1.282	0
KE_lactobacillus_man_1	EC:1.1.1.284	0
KE_lactobacillus_man_1	EC:1.1.1.286	0
KE_lactobacillus_man_1	EC:1.1.1.287	0
KE_lactobacillus_man_1	EC:1.1.1.288	0
KE_lactobacillus_man_1	EC:1.1.1.289	0
KE_lactobacillus_man_1	EC:1.1.1.29	0
KE_lactobacillus_man_1	EC:1.1.1.290	0
KE_lactobacillus_man_1	EC:1.1.1.291	0
KE_lactobacillus_man_1	EC:1.1.1.292	0
KE_lactobacillus_man_1	EC:1.1.1.294	0
KE_lactobacillus_man_1	EC:1.1.1.298	0
KE_lactobacillus_man_1	EC:1.1.1.3	0
KE_lactobacillus_man_1	EC:1.1.1.30	0
KE_lactobacillus_man_1	EC:1.1.1.300	0
KE_lactobacillus_man_1	EC:1.1.1.301	0
KE_lactobacillus_man_1	EC:1.1.1.302	0
KE_lactobacillus_man_1	EC:1.1.1.303	0
KE_lactobacillus_man_1	EC:1.1.1.304	0
KE_lactobacillus_man_1	EC:1.1.1.305	0
KE_lactobacillus_man_1	EC:1.1.1.306	0
KE_lactobacillus_man_1	EC:1.1.1.307	0
KE_lactobacillus_man_1	EC:1.1.1.308	0
KE_lactobacillus_man_1	EC:1.1.1.309	0
KE_lactobacillus_man_1	EC:1.1.1.31	0
KE_lactobacillus_man_1	EC:1.1.1.310	0
KE_lactobacillus_man_1	EC:1.1.1.311	0
KE_lactobacillus_man_1	EC:1.1.1.312	0
KE_lactobacillus_man_1	EC:1.1.1.313	0
KE_lactobacillus_man_1	EC:1.1.1.315	0
KE_lactobacillus_man_1	EC:1.1.1.316	0
KE_lactobacillus_man_1	EC:1.1.1.320	0
KE_lactobacillus_man_1	EC:1.1.1.325	0
KE_lactobacillus_man_1	EC:1.1.1.327	0
KE_lactobacillus_man_1	EC:1.1.1.328	0
KE_lactobacillus_man_1	EC:1.1.1.329	0
KE_lactobacillus_man_1	EC:1.1.1.330	0
KE_lactobacillus_man_1	EC:1.1.1.333	0
KE_lactobacillus_man_1	EC:1.1.1.335	0
KE_lactobacillus_man_1	EC:1.1.1.336	0
KE_lactobacillus_man_1	EC:1.1.1.337	0
KE_lactobacillus_man_1	EC:1.1.1.338	0
KE_lactobacillus_man_1	EC:1.1.1.339	0
KE_lactobacillus_man_1	EC:1.1.1.34	0
KE_lactobacillus_man_1	EC:1.1.1.340	0
KE_lactobacillus_man_1	EC:1.1.1.341	0
KE_lactobacillus_man_1	EC:1.1.1.342	0
KE_lactobacillus_man_1	EC:1.1.1.343	1
KE_lactobacillus_man_1	EC:1.1.1.344	0
KE_lactobacillus_man_1	EC:1.1.1.346	0
KE_lactobacillus_man_1	EC:1.1.1.347	0
KE_lactobacillus_man_1	EC:1.1.1.35	0
KE_lactobacillus_man_1	EC:1.1.1.350	0
KE_lactobacillus_man_1	EC:1.1.1.359	0
KE_lactobacillus_man_1	EC:1.1.1.36	0
KE_lactobacillus_man_1	EC:1.1.1.360	0
KE_lactobacillus_man_1	EC:1.1.1.361	0
KE_lactobacillus_man_1	EC:1.1.1.362	0
KE_lactobacillus_man_1	EC:1.1.1.363	1
KE_lactobacillus_man_1	EC:1.1.1.364	0
KE_lactobacillus_man_1	EC:1.1.1.367	0
KE_lactobacillus_man_1	EC:1.1.1.368	0
KE_lactobacillus_man_1	EC:1.1.1.369	0
KE_lactobacillus_man_1	EC:1.1.1.37	0
KE_lactobacillus_man_1	EC:1.1.1.370	0
KE_lactobacillus_man_1	EC:1.1.1.371	0
KE_lactobacillus_man_1	EC:1.1.1.373	0
KE_lactobacillus_man_1	EC:1.1.1.374	0
KE_lactobacillus_man_1	EC:1.1.1.376	0
KE_lactobacillus_man_1	EC:1.1.1.377	0
KE_lactobacillus_man_1	EC:1.1.1.378	0
KE_lactobacillus_man_1	EC:1.1.1.38	0
KE_lactobacillus_man_1	EC:1.1.1.380	0
KE_lactobacillus_man_1	EC:1.1.1.381	0
KE_lactobacillus_man_1	EC:1.1.1.385	0
KE_lactobacillus_man_1	EC:1.1.1.387	0
KE_lactobacillus_man_1	EC:1.1.1.388	0
KE_lactobacillus_man_1	EC:1.1.1.39	0
KE_lactobacillus_man_1	EC:1.1.1.4	0
KE_lactobacillus_man_1	EC:1.1.1.40	0
KE_lactobacillus_man_1	EC:1.1.1.41	0
KE_lactobacillus_man_1	EC:1.1.1.42	0
KE_lactobacillus_man_1	EC:1.1.1.43	0
KE_lactobacillus_man_1	EC:1.1.1.44	1
KE_lactobacillus_man_1	EC:1.1.1.45	0
KE_lactobacillus_man_1	EC:1.1.1.47	0
KE_lactobacillus_man_1	EC:1.1.1.48	0
KE_lactobacillus_man_1	EC:1.1.1.49	1
KE_lactobacillus_man_1	EC:1.1.1.51	0
KE_lactobacillus_man_1	EC:1.1.1.53	0
KE_lactobacillus_man_1	EC:1.1.1.56	0
KE_lactobacillus_man_1	EC:1.1.1.57	0
KE_lactobacillus_man_1	EC:1.1.1.58	0
KE_lactobacillus_man_1	EC:1.1.1.6	0
KE_lactobacillus_man_1	EC:1.1.1.60	0
KE_lactobacillus_man_1	EC:1.1.1.61	0
KE_lactobacillus_man_1	EC:1.1.1.62	0
KE_lactobacillus_man_1	EC:1.1.1.64	0
KE_lactobacillus_man_1	EC:1.1.1.65	0
KE_lactobacillus_man_1	EC:1.1.1.67	0
KE_lactobacillus_man_1	EC:1.1.1.69	0
KE_lactobacillus_man_1	EC:1.1.1.76	0
KE_lactobacillus_man_1	EC:1.1.1.77	0
KE_lactobacillus_man_1	EC:1.1.1.79	0
KE_lactobacillus_man_1	EC:1.1.1.8	0
KE_lactobacillus_man_1	EC:1.1.1.81	0
KE_lactobacillus_man_1	EC:1.1.1.82	0
KE_lactobacillus_man_1	EC:1.1.1.83	0
KE_lactobacillus_man_1	EC:1.1.1.85	0
KE_lactobacillus_man_1	EC:1.1.1.86	0
KE_lactobacillus_man_1	EC:1.1.1.87	0
KE_lactobacillus_man_1	EC:1.1.1.88	1
KE_lactobacillus_man_1	EC:1.1.1.9	0
KE_lactobacillus_man_1	EC:1.1.1.90	0
KE_lactobacillus_man_1	EC:1.1.1.91	0
KE_lactobacillus_man_1	EC:1.1.1.93	0
KE_lactobacillus_man_1	EC:1.1.1.94	1
KE_lactobacillus_man_1	EC:1.1.1.95	0
KE_lactobacillus_man_1	EC:1.1.2.3	0
KE_lactobacillus_man_1	EC:1.1.2.4	0
KE_lactobacillus_man_1	EC:1.1.2.6	0
KE_lactobacillus_man_1	EC:1.1.2.7	0
KE_lactobacillus_man_1	EC:1.1.2.8	0
KE_lactobacillus_man_1	EC:1.1.3.12	0
KE_lactobacillus_man_1	EC:1.1.3.15	0
KE_lactobacillus_man_1	EC:1.1.3.17	0
KE_lactobacillus_man_1	EC:1.1.3.20	0
KE_lactobacillus_man_1	EC:1.1.3.21	0
KE_lactobacillus_man_1	EC:1.1.3.37	0
KE_lactobacillus_man_1	EC:1.1.3.41	0
KE_lactobacillus_man_1	EC:1.1.3.43	0
KE_lactobacillus_man_1	EC:1.1.3.44	0
KE_lactobacillus_man_1	EC:1.1.3.45	0
KE_lactobacillus_man_1	EC:1.1.3.46	0
KE_lactobacillus_man_1	EC:1.1.3.47	0
KE_lactobacillus_man_1	EC:1.1.3.48	0
KE_lactobacillus_man_1	EC:1.1.3.6	0
KE_lactobacillus_man_1	EC:1.1.3.8	0
KE_lactobacillus_man_1	EC:1.1.3.9	0
KE_lactobacillus_man_1	EC:1.1.5.2	0
KE_lactobacillus_man_1	EC:1.1.5.3	0
KE_lactobacillus_man_1	EC:1.1.5.4	0
KE_lactobacillus_man_1	EC:1.1.5.6	0
KE_lactobacillus_man_1	EC:1.1.5.8	0
KE_lactobacillus_man_1	EC:1.1.5.9	0
KE_lactobacillus_man_1	EC:1.1.9.1	0
KE_lactobacillus_man_1	EC:1.1.98.2	0
KE_lactobacillus_man_1	EC:1.1.98.3	0
KE_lactobacillus_man_1	EC:1.1.99.1	0
KE_lactobacillus_man_1	EC:1.1.99.18	0
KE_lactobacillus_man_1	EC:1.1.99.2	0
KE_lactobacillus_man_1	EC:1.1.99.21	0
KE_lactobacillus_man_1	EC:1.1.99.24	0
KE_lactobacillus_man_1	EC:1.1.99.28	0
KE_lactobacillus_man_1	EC:1.1.99.3	0
KE_lactobacillus_man_1	EC:1.1.99.31	0
KE_lactobacillus_man_1	EC:1.1.99.38	0
KE_lactobacillus_man_1	EC:1.10.2.2	0
KE_lactobacillus_man_1	EC:1.10.3.1	0
KE_lactobacillus_man_1	EC:1.10.3.11	0
KE_lactobacillus_man_1	EC:1.10.3.12	0
KE_lactobacillus_man_1	EC:1.10.3.2	0
KE_lactobacillus_man_1	EC:1.10.3.3	0
KE_lactobacillus_man_1	EC:1.10.5.1	0
KE_lactobacillus_man_1	EC:1.10.9.1	0
KE_lactobacillus_man_1	EC:1.11.1.1	0.09090909090909091
KE_lactobacillus_man_1	EC:1.11.1.10	0
KE_lactobacillus_man_1	EC:1.11.1.15	0.9090909090909091
KE_lactobacillus_man_1	EC:1.11.1.19	0
KE_lactobacillus_man_1	EC:1.11.1.20	0
KE_lactobacillus_man_1	EC:1.11.1.21	0
KE_lactobacillus_man_1	EC:1.11.1.23	0
KE_lactobacillus_man_1	EC:1.11.1.5	0
KE_lactobacillus_man_1	EC:1.11.1.6	0
KE_lactobacillus_man_1	EC:1.11.1.7	0
KE_lactobacillus_man_1	EC:1.11.1.9	0
KE_lactobacillus_man_1	EC:1.11.2.3	0
KE_lactobacillus_man_1	EC:1.11.2.4	0
KE_lactobacillus_man_1	EC:1.12.1.2	0
KE_lactobacillus_man_1	EC:1.12.1.3	0
KE_lactobacillus_man_1	EC:1.12.1.4	0
KE_lactobacillus_man_1	EC:1.12.1.5	0
