bin.id	gene_id	counts
KE_lactobacillus_man_1	EC:1.12.2.1	0
KE_lactobacillus_man_1	EC:1.12.5.1	0
KE_lactobacillus_man_1	EC:1.12.7.2	0
KE_lactobacillus_man_1	EC:1.12.98.1	0
KE_lactobacillus_man_1	EC:1.12.98.2	0
KE_lactobacillus_man_1	EC:1.12.98.4	0
KE_lactobacillus_man_1	EC:1.12.99.6	0
KE_lactobacillus_man_1	EC:1.13.11.1	0
KE_lactobacillus_man_1	EC:1.13.11.11	0
KE_lactobacillus_man_1	EC:1.13.11.12	0
KE_lactobacillus_man_1	EC:1.13.11.14	0
KE_lactobacillus_man_1	EC:1.13.11.15	0
KE_lactobacillus_man_1	EC:1.13.11.16	0
KE_lactobacillus_man_1	EC:1.13.11.18	0
KE_lactobacillus_man_1	EC:1.13.11.19	0
KE_lactobacillus_man_1	EC:1.13.11.2	0
KE_lactobacillus_man_1	EC:1.13.11.20	0
KE_lactobacillus_man_1	EC:1.13.11.24	0
KE_lactobacillus_man_1	EC:1.13.11.25	0
KE_lactobacillus_man_1	EC:1.13.11.27	0
KE_lactobacillus_man_1	EC:1.13.11.3	0
KE_lactobacillus_man_1	EC:1.13.11.33	0
KE_lactobacillus_man_1	EC:1.13.11.34	0
KE_lactobacillus_man_1	EC:1.13.11.37	0
KE_lactobacillus_man_1	EC:1.13.11.38	0
KE_lactobacillus_man_1	EC:1.13.11.39	0
KE_lactobacillus_man_1	EC:1.13.11.4	0
KE_lactobacillus_man_1	EC:1.13.11.41	0
KE_lactobacillus_man_1	EC:1.13.11.46	0
KE_lactobacillus_man_1	EC:1.13.11.49	0
KE_lactobacillus_man_1	EC:1.13.11.5	0
KE_lactobacillus_man_1	EC:1.13.11.52	0
KE_lactobacillus_man_1	EC:1.13.11.53	0
KE_lactobacillus_man_1	EC:1.13.11.54	0
KE_lactobacillus_man_1	EC:1.13.11.55	0
KE_lactobacillus_man_1	EC:1.13.11.56	0
KE_lactobacillus_man_1	EC:1.13.11.57	0
KE_lactobacillus_man_1	EC:1.13.11.58	0
KE_lactobacillus_man_1	EC:1.13.11.59	0
KE_lactobacillus_man_1	EC:1.13.11.6	0
KE_lactobacillus_man_1	EC:1.13.11.61	0
KE_lactobacillus_man_1	EC:1.13.11.63	0
KE_lactobacillus_man_1	EC:1.13.11.66	0
KE_lactobacillus_man_1	EC:1.13.11.71	0
KE_lactobacillus_man_1	EC:1.13.11.72	0
KE_lactobacillus_man_1	EC:1.13.11.73	0
KE_lactobacillus_man_1	EC:1.13.11.74	0
KE_lactobacillus_man_1	EC:1.13.11.75	0
KE_lactobacillus_man_1	EC:1.13.11.76	0
KE_lactobacillus_man_1	EC:1.13.11.79	0
KE_lactobacillus_man_1	EC:1.13.11.8	0
KE_lactobacillus_man_1	EC:1.13.11.80	0
KE_lactobacillus_man_1	EC:1.13.11.9	0
KE_lactobacillus_man_1	EC:1.13.12.16	0
KE_lactobacillus_man_1	EC:1.13.12.21	0
KE_lactobacillus_man_1	EC:1.13.12.22	0
KE_lactobacillus_man_1	EC:1.13.12.3	0
KE_lactobacillus_man_1	EC:1.13.12.4	0
KE_lactobacillus_man_1	EC:1.13.99.1	0
KE_lactobacillus_man_1	EC:1.14.11.1	0
KE_lactobacillus_man_1	EC:1.14.11.16	0
KE_lactobacillus_man_1	EC:1.14.11.17	0
KE_lactobacillus_man_1	EC:1.14.11.18	0
KE_lactobacillus_man_1	EC:1.14.11.19	0
KE_lactobacillus_man_1	EC:1.14.11.2	0
KE_lactobacillus_man_1	EC:1.14.11.21	0
KE_lactobacillus_man_1	EC:1.14.11.23	0
KE_lactobacillus_man_1	EC:1.14.11.26	0
KE_lactobacillus_man_1	EC:1.14.11.27	0
KE_lactobacillus_man_1	EC:1.14.11.30	0
KE_lactobacillus_man_1	EC:1.14.11.33	0
KE_lactobacillus_man_1	EC:1.14.11.35	0
KE_lactobacillus_man_1	EC:1.14.11.36	0
KE_lactobacillus_man_1	EC:1.14.11.39	0
KE_lactobacillus_man_1	EC:1.14.11.4	0
KE_lactobacillus_man_1	EC:1.14.11.42	0
KE_lactobacillus_man_1	EC:1.14.11.47	0
KE_lactobacillus_man_1	EC:1.14.11.8	0
KE_lactobacillus_man_1	EC:1.14.11.9	0
KE_lactobacillus_man_1	EC:1.14.12.1	0
KE_lactobacillus_man_1	EC:1.14.12.10	0
KE_lactobacillus_man_1	EC:1.14.12.11	0
KE_lactobacillus_man_1	EC:1.14.12.12	0
KE_lactobacillus_man_1	EC:1.14.12.13	0
KE_lactobacillus_man_1	EC:1.14.12.14	0
KE_lactobacillus_man_1	EC:1.14.12.15	0
KE_lactobacillus_man_1	EC:1.14.12.17	0
KE_lactobacillus_man_1	EC:1.14.12.18	0
KE_lactobacillus_man_1	EC:1.14.12.19	0
KE_lactobacillus_man_1	EC:1.14.12.22	0
KE_lactobacillus_man_1	EC:1.14.12.3	0
KE_lactobacillus_man_1	EC:1.14.12.4	0
KE_lactobacillus_man_1	EC:1.14.12.7	0
KE_lactobacillus_man_1	EC:1.14.13.1	0
KE_lactobacillus_man_1	EC:1.14.13.10	0
KE_lactobacillus_man_1	EC:1.14.13.100	0
KE_lactobacillus_man_1	EC:1.14.13.106	0
KE_lactobacillus_man_1	EC:1.14.13.107	0
KE_lactobacillus_man_1	EC:1.14.13.111	0
KE_lactobacillus_man_1	EC:1.14.13.113	0
KE_lactobacillus_man_1	EC:1.14.13.114	0
KE_lactobacillus_man_1	EC:1.14.13.12	0
KE_lactobacillus_man_1	EC:1.14.13.122	0
KE_lactobacillus_man_1	EC:1.14.13.127	0
KE_lactobacillus_man_1	EC:1.14.13.129	0
KE_lactobacillus_man_1	EC:1.14.13.131	0
KE_lactobacillus_man_1	EC:1.14.13.133	0
KE_lactobacillus_man_1	EC:1.14.13.141	0
KE_lactobacillus_man_1	EC:1.14.13.142	0
KE_lactobacillus_man_1	EC:1.14.13.148	0
KE_lactobacillus_man_1	EC:1.14.13.149	0
KE_lactobacillus_man_1	EC:1.14.13.151	0
KE_lactobacillus_man_1	EC:1.14.13.154	0
KE_lactobacillus_man_1	EC:1.14.13.159	0
KE_lactobacillus_man_1	EC:1.14.13.163	0
KE_lactobacillus_man_1	EC:1.14.13.165	0
KE_lactobacillus_man_1	EC:1.14.13.168	0
KE_lactobacillus_man_1	EC:1.14.13.17	0
KE_lactobacillus_man_1	EC:1.14.13.170	0
KE_lactobacillus_man_1	EC:1.14.13.171	0
KE_lactobacillus_man_1	EC:1.14.13.172	0
KE_lactobacillus_man_1	EC:1.14.13.180	0
KE_lactobacillus_man_1	EC:1.14.13.181	0
KE_lactobacillus_man_1	EC:1.14.13.182	0
KE_lactobacillus_man_1	EC:1.14.13.185	0
KE_lactobacillus_man_1	EC:1.14.13.186	0
KE_lactobacillus_man_1	EC:1.14.13.188	0
KE_lactobacillus_man_1	EC:1.14.13.2	0
KE_lactobacillus_man_1	EC:1.14.13.20	0
KE_lactobacillus_man_1	EC:1.14.13.200	0
KE_lactobacillus_man_1	EC:1.14.13.22	0
KE_lactobacillus_man_1	EC:1.14.13.23	0
KE_lactobacillus_man_1	EC:1.14.13.25	0
KE_lactobacillus_man_1	EC:1.14.13.38	0
KE_lactobacillus_man_1	EC:1.14.13.40	0
KE_lactobacillus_man_1	EC:1.14.13.48	0
KE_lactobacillus_man_1	EC:1.14.13.49	0
KE_lactobacillus_man_1	EC:1.14.13.50	0
KE_lactobacillus_man_1	EC:1.14.13.59	0
KE_lactobacillus_man_1	EC:1.14.13.7	0
KE_lactobacillus_man_1	EC:1.14.13.70	0
KE_lactobacillus_man_1	EC:1.14.13.72	0
KE_lactobacillus_man_1	EC:1.14.13.8	0
KE_lactobacillus_man_1	EC:1.14.13.81	0
KE_lactobacillus_man_1	EC:1.14.13.82	0
KE_lactobacillus_man_1	EC:1.14.13.83	0
KE_lactobacillus_man_1	EC:1.14.13.84	0
KE_lactobacillus_man_1	EC:1.14.13.9	0
KE_lactobacillus_man_1	EC:1.14.13.90	0
KE_lactobacillus_man_1	EC:1.14.13.92	0
KE_lactobacillus_man_1	EC:1.14.14.1	0
KE_lactobacillus_man_1	EC:1.14.14.11	0
KE_lactobacillus_man_1	EC:1.14.14.12	0
KE_lactobacillus_man_1	EC:1.14.14.13	0
KE_lactobacillus_man_1	EC:1.14.14.3	0
KE_lactobacillus_man_1	EC:1.14.14.5	0
KE_lactobacillus_man_1	EC:1.14.14.8	0
KE_lactobacillus_man_1	EC:1.14.14.9	0
KE_lactobacillus_man_1	EC:1.14.15.11	0
KE_lactobacillus_man_1	EC:1.14.15.12	0
KE_lactobacillus_man_1	EC:1.14.15.13	0
KE_lactobacillus_man_1	EC:1.14.15.3	0
KE_lactobacillus_man_1	EC:1.14.15.7	0
KE_lactobacillus_man_1	EC:1.14.15.9	0
KE_lactobacillus_man_1	EC:1.14.16.1	0
KE_lactobacillus_man_1	EC:1.14.16.2	0
KE_lactobacillus_man_1	EC:1.14.16.5	0
KE_lactobacillus_man_1	EC:1.14.17.1	0
KE_lactobacillus_man_1	EC:1.14.17.3	0
KE_lactobacillus_man_1	EC:1.14.17.4	0
KE_lactobacillus_man_1	EC:1.14.18.1	0
KE_lactobacillus_man_1	EC:1.14.18.2	0
KE_lactobacillus_man_1	EC:1.14.18.3	0
KE_lactobacillus_man_1	EC:1.14.18.6	0
KE_lactobacillus_man_1	EC:1.14.18.7	0
KE_lactobacillus_man_1	EC:1.14.19.1	0
KE_lactobacillus_man_1	EC:1.14.19.2	0
KE_lactobacillus_man_1	EC:1.14.19.20	0
KE_lactobacillus_man_1	EC:1.14.19.3	0
KE_lactobacillus_man_1	EC:1.14.19.4	0
KE_lactobacillus_man_1	EC:1.14.19.8	0
KE_lactobacillus_man_1	EC:1.14.19.9	0
KE_lactobacillus_man_1	EC:1.14.20.1	0
KE_lactobacillus_man_1	EC:1.14.20.3	0
KE_lactobacillus_man_1	EC:1.14.21.7	0
KE_lactobacillus_man_1	EC:1.14.21.9	0
KE_lactobacillus_man_1	EC:1.14.99.1	0
KE_lactobacillus_man_1	EC:1.14.99.29	0
KE_lactobacillus_man_1	EC:1.14.99.39	0
KE_lactobacillus_man_1	EC:1.14.99.44	0
KE_lactobacillus_man_1	EC:1.14.99.46	0
KE_lactobacillus_man_1	EC:1.14.99.48	0
KE_lactobacillus_man_1	EC:1.14.99.50	0
KE_lactobacillus_man_1	EC:1.15.1.1	0
KE_lactobacillus_man_1	EC:1.15.1.2	0
KE_lactobacillus_man_1	EC:1.16.1.1	0
KE_lactobacillus_man_1	EC:1.16.1.10	0
KE_lactobacillus_man_1	EC:1.16.1.3	0
KE_lactobacillus_man_1	EC:1.16.1.9	0
KE_lactobacillus_man_1	EC:1.16.3.1	0
KE_lactobacillus_man_1	EC:1.16.3.2	0
KE_lactobacillus_man_1	EC:1.16.8.1	0
KE_lactobacillus_man_1	EC:1.17.1.1	0
KE_lactobacillus_man_1	EC:1.17.1.2	0
KE_lactobacillus_man_1	EC:1.17.1.3	0
KE_lactobacillus_man_1	EC:1.17.1.4	0
KE_lactobacillus_man_1	EC:1.17.1.8	0
KE_lactobacillus_man_1	EC:1.17.2.1	0
KE_lactobacillus_man_1	EC:1.17.3.2	0
KE_lactobacillus_man_1	EC:1.17.4.1	1
KE_lactobacillus_man_1	EC:1.17.4.2	1
KE_lactobacillus_man_1	EC:1.17.5.1	0
KE_lactobacillus_man_1	EC:1.17.7.1	0
KE_lactobacillus_man_1	EC:1.17.7.2	0
KE_lactobacillus_man_1	EC:1.17.7.3	0
KE_lactobacillus_man_1	EC:1.17.99.1	0
KE_lactobacillus_man_1	EC:1.17.99.2	0
KE_lactobacillus_man_1	EC:1.17.99.6	0
KE_lactobacillus_man_1	EC:1.18.1.1	0
KE_lactobacillus_man_1	EC:1.18.1.2	0
KE_lactobacillus_man_1	EC:1.18.1.3	0
KE_lactobacillus_man_1	EC:1.18.1.6	0
KE_lactobacillus_man_1	EC:1.18.1.7	0
KE_lactobacillus_man_1	EC:1.18.6.1	0
KE_lactobacillus_man_1	EC:1.2.1.10	1
KE_lactobacillus_man_1	EC:1.2.1.11	0.09090909090909091
KE_lactobacillus_man_1	EC:1.2.1.12	1
KE_lactobacillus_man_1	EC:1.2.1.16	1
KE_lactobacillus_man_1	EC:1.2.1.18	0
KE_lactobacillus_man_1	EC:1.2.1.19	0
KE_lactobacillus_man_1	EC:1.2.1.2	0
KE_lactobacillus_man_1	EC:1.2.1.20	1
KE_lactobacillus_man_1	EC:1.2.1.21	0
KE_lactobacillus_man_1	EC:1.2.1.22	0
KE_lactobacillus_man_1	EC:1.2.1.24	0
KE_lactobacillus_man_1	EC:1.2.1.26	0
KE_lactobacillus_man_1	EC:1.2.1.27	0
KE_lactobacillus_man_1	EC:1.2.1.28	0
KE_lactobacillus_man_1	EC:1.2.1.3	0
KE_lactobacillus_man_1	EC:1.2.1.31	0
KE_lactobacillus_man_1	EC:1.2.1.32	0
KE_lactobacillus_man_1	EC:1.2.1.38	0
KE_lactobacillus_man_1	EC:1.2.1.39	0
KE_lactobacillus_man_1	EC:1.2.1.4	0
KE_lactobacillus_man_1	EC:1.2.1.41	0
KE_lactobacillus_man_1	EC:1.2.1.43	0
KE_lactobacillus_man_1	EC:1.2.1.44	0
KE_lactobacillus_man_1	EC:1.2.1.46	0
KE_lactobacillus_man_1	EC:1.2.1.47	0
KE_lactobacillus_man_1	EC:1.2.1.5	0
KE_lactobacillus_man_1	EC:1.2.1.50	0
KE_lactobacillus_man_1	EC:1.2.1.54	0
KE_lactobacillus_man_1	EC:1.2.1.58	0
KE_lactobacillus_man_1	EC:1.2.1.59	0
KE_lactobacillus_man_1	EC:1.2.1.60	0
KE_lactobacillus_man_1	EC:1.2.1.62	0
KE_lactobacillus_man_1	EC:1.2.1.65	0
