sequence	EC	count	dbcan_column
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.21	1	GH112, GH65, GT10, GT1, GT20, GT2, GT55, GT5
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.78	0	GH113, GH134, GH26, GH45, GH5
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.10	1	GH114, GH13, GH16, GH1, GH26, GH31, GH5, GH63, GH65, GH76, GH98
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.21	1	GH116, GH1, GH3, GH5, GH9
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.37	0	GH116, GH120, GH1, GH2, GH30, GH39, GH3, GH43, GH51, GH52, GH54
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.45	0	GH116, GH30, GH3, GH5
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.52	1	GH116, GH20, GH3, GH5, GH84
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.81	0	GH118, GH16, GH50, GH86
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.1	0	GH119, GH13, GH57
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.20	1	GH122, GH13, GH31, GH4, GH63, GH76, GH97
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.18	0	GH127, GH137, GH142, GH146, GH156, GH16, GH1, GH33, GH34, GH83
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.39	0	GH128, GH152, GH157, GH158, GH16, GH17, GH55, GH5, GH64, GH81
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.15	0	GH12, GH16, GH28, GH2, GH32, GH44, GH45, GH5, GH74, GH82, GH8, GH96, GH9
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.73	0	GH12, GH16, GH17, GH26, GH51, GH5, GH7, GH8, GH9
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.20	0	GH12, GH16, GH94, GT1, GT4
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.14	0	GH136, GH13, GH159, GH18, GH19, GH1, GH20, GH23, GH2, GH43, GH48, GH5
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.41	0	GH13, GH57
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.19	0	GH13, GT1, GT2
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.54	0	GH13, GH57
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.93	0	GH13
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.68	0	GH13
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.70	0	GH13, GH15
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.11	0	GH13, GH1, GH29, GH38, GH47, GH49, GH66, GH92
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.18	1	GH13, GH57, GT19, GT5, GT8
6d5939c4b020d619742c76c0fdfa4943	EC:5.4.99.16	0	GH13
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.25	1	GH13, GH57, GH77, GT1, GT22, GT41, GT4, GT58, GT59
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.4	0	GH13
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.7	0	GH13
6d5939c4b020d619742c76c0fdfa4943	EC:5.4.99.15	0	GH13
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.99.16	0	GH13
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.51	0	GH141, GH151, GH29, GH95
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.23	3	GH147, GH165, GH1, GH2, GH35, GH42, GH59
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.3	0	GH15, GH97
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.28	0	GH15, GH37, GH65
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.25	0	GH164, GH1, GH2, GH5
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.6	0	GH16, GH9
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.35	0	GH16, GH56, GH84
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.58	0	GH17, GH3, GH55, GH5
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.96	0	GH18, GH73, GH85
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.31	0	GH1, GH2, GH30, GH79
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.85	0	GH1
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.86	1	GH1, GH4
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.67	0	GH28, GH4
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.82	0	GH28
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.55	0	GH2, GH3, GH43, GH51, GH54, GH62
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.24	0	GH31, GH38, GH92
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.16	0	GH31, GT2
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.64	0	GH32
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.65	0	GH32
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.80	0	GH32
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.10	0	GH32, GH68, GT105, GT13, GT14, GT39
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.82	0	GH36
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.76	0	GH39
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.99	0	GH43
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.89	0	GH53
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.46	0	GH59
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.91	0	GH5, GH6, GH9
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.8	0	GH65
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.64	0	GH65
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.5	0	GH70
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.14	0	GH70, GT16, GT17, GT31, GT33, GT4, GT54
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.59	0	GH71, GH87
6d5939c4b020d619742c76c0fdfa4943	EC:3.2.1.50	0	GH89
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.17	0	GH91
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.56	0	GT103, GT4, GT9
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.15	0	GT10, GT14, GT18, GT1, GT20, GT28, GT4
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.2.26	0	GT14
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.13	0	GT15, GT31, GT43, GT4, GT7
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.17	0	GT1, GT31, GT70
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.11	0	GT1, GT2, GT3, GT5
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.12	0	GT1, GT2, GT31, GT51, GT8
6d5939c4b020d619742c76c0fdfa4943	EC:3.1.3.12	0	GT20
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.80	0	GT21
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.50	0	GT25
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.46	0	GT28
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.22	0	GT28, GT31, GT47, GT64, GT7
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.99.1	0	GT29, GT80
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.83	0	GT2
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.34	0	GT2, GT48
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.1	2	GT35
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.52	0	GT4
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.57	0	GT4
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.99.18	0	GT66
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.99.19	0	GT66
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.87	0	GT6
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.40	0	GT6
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.37	0	GT6, GT77
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.38	0	GT7
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.90	0	GT7
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.2.43	0	GT83
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.44	0	GT8
6d5939c4b020d619742c76c0fdfa4943	EC:2.4.1.58	0	GT8
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.2	0	PL10, PL1, PL2, PL3, PL9
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.23	0	PL11, PL4
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.24	0	PL11, PL26
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.8	0	PL12, PL21, PL37
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.7	0	PL13, PL21
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.3	0	PL14, PL15, PL17, PL18, PL32, PL36, PL5, PL6, PL7
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.1	0	PL16, PL29, PL30, PL33, PL8
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.9	0	PL1, PL2, PL9
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.10	0	PL1
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.6	0	PL22
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.20	0	PL29, PL33, PL37, PL8
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.5	0	PL35, PL8
6d5939c4b020d619742c76c0fdfa4943	EC:4.2.2.19	0	PL6
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:1.10.3.2	0	AA1
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:1.1.99.18	0	AA3
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:1.1.3.9	0	AA5
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.1.3	0	CE10
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.1.7	0	CE10
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.1.8	0	CE10
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.1.13	0	CE10
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.5.1.10	0	CE11
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.1.72	0	CE12, CE1, CE2, CE3, CE4, CE5, CE6, CE7
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.5.1.89	0	CE14
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.1.73	0	CE1
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.1.1	0	CE1
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.2.12	0	CE1
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.3.1.20	0	CE1
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.3.1.12	0	CE1
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.5.1.41	0	CE4
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.1.74	0	CE5
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.1.41	0	CE7
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.1.11	0	CE8
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.5.1.25	0	CE9
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.26	0	GH100, GH32, GH68
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.97	0	GH101
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.17	0	GH105, GH106, GH108, GH16, GH17, GH18, GH19, GH1, GH22, GH23, GH24, GH25, GH28, GH31, GH38, GH48, GH63, GH73, GH78, GH7, GH86
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.40	0	GH106, GH28, GH78
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.8	0	GH10, GH11, GH141, GH30, GH43, GH51, GH5, GH8, GH98
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.4	0	GH10, GH124, GH12, GH44, GH45, GH48, GH51, GH5, GH6, GH74, GH7, GH8, GH9
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.22	1	GH110, GH27, GH31, GH36, GH4, GH57, GH97
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.21	1	GH112, GH65, GT10, GT1, GT20, GT2, GT55, GT5
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.78	0	GH113, GH134, GH26, GH45, GH5
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.10	0	GH114, GH13, GH16, GH1, GH26, GH31, GH5, GH63, GH65, GH76, GH98
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.21	0	GH116, GH1, GH3, GH5, GH9
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.37	0	GH116, GH120, GH1, GH2, GH30, GH39, GH3, GH43, GH51, GH52, GH54
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.45	0	GH116, GH30, GH3, GH5
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.52	3	GH116, GH20, GH3, GH5, GH84
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.81	0	GH118, GH16, GH50, GH86
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.1	1	GH119, GH13, GH57
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.20	1	GH122, GH13, GH31, GH4, GH63, GH76, GH97
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.18	0	GH127, GH137, GH142, GH146, GH156, GH16, GH1, GH33, GH34, GH83
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.39	0	GH128, GH152, GH157, GH158, GH16, GH17, GH55, GH5, GH64, GH81
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.15	0	GH12, GH16, GH28, GH2, GH32, GH44, GH45, GH5, GH74, GH82, GH8, GH96, GH9
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.73	0	GH12, GH16, GH17, GH26, GH51, GH5, GH7, GH8, GH9
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.20	0	GH12, GH16, GH94, GT1, GT4
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.14	0	GH136, GH13, GH159, GH18, GH19, GH1, GH20, GH23, GH2, GH43, GH48, GH5
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.41	0	GH13, GH57
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.19	0	GH13, GT1, GT2
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.54	0	GH13, GH57
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.93	0	GH13
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.68	0	GH13
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.70	0	GH13, GH15
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.11	0	GH13, GH1, GH29, GH38, GH47, GH49, GH66, GH92
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.18	1	GH13, GH57, GT19, GT5, GT8
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:5.4.99.16	0	GH13
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.25	0	GH13, GH57, GH77, GT1, GT22, GT41, GT4, GT58, GT59
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.4	0	GH13
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.7	0	GH13
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:5.4.99.15	0	GH13
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.99.16	0	GH13
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.51	1	GH141, GH151, GH29, GH95
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.23	4	GH147, GH165, GH1, GH2, GH35, GH42, GH59
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.3	0	GH15, GH97
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.28	0	GH15, GH37, GH65
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.25	0	GH164, GH1, GH2, GH5
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.6	0	GH16, GH9
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.35	0	GH16, GH56, GH84
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.58	0	GH17, GH3, GH55, GH5
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.96	0	GH18, GH73, GH85
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.31	0	GH1, GH2, GH30, GH79
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.85	0	GH1
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.86	0	GH1, GH4
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.67	0	GH28, GH4
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.82	0	GH28
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.55	0	GH2, GH3, GH43, GH51, GH54, GH62
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.24	0	GH31, GH38, GH92
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.16	0	GH31, GT2
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.64	0	GH32
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.65	0	GH32
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.80	0	GH32
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.10	0	GH32, GH68, GT105, GT13, GT14, GT39
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.82	0	GH36
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.76	0	GH39
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.99	0	GH43
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.89	0	GH53
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.46	0	GH59
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.91	0	GH5, GH6, GH9
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.8	0	GH65
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.64	0	GH65
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.5	0	GH70
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.14	0	GH70, GT16, GT17, GT31, GT33, GT4, GT54
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.59	0	GH71, GH87
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.2.1.50	0	GH89
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.17	0	GH91
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.56	0	GT103, GT4, GT9
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.15	0	GT10, GT14, GT18, GT1, GT20, GT28, GT4
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.2.26	0	GT14
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.13	0	GT15, GT31, GT43, GT4, GT7
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.17	0	GT1, GT31, GT70
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.11	1	GT1, GT2, GT3, GT5
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.12	0	GT1, GT2, GT31, GT51, GT8
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:3.1.3.12	0	GT20
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.80	0	GT21
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.50	0	GT25
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.46	0	GT28
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.22	0	GT28, GT31, GT47, GT64, GT7
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.99.1	0	GT29, GT80
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.83	1	GT2
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.34	0	GT2, GT48
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.1	1	GT35
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.52	0	GT4
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.57	0	GT4
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.99.18	0	GT66
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.99.19	0	GT66
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.87	0	GT6
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.40	0	GT6
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.37	0	GT6, GT77
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.38	0	GT7
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.90	0	GT7
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.2.43	0	GT83
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.44	0	GT8
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:2.4.1.58	0	GT8
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.2	0	PL10, PL1, PL2, PL3, PL9
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.23	0	PL11, PL4
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.24	0	PL11, PL26
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.8	0	PL12, PL21, PL37
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.7	0	PL13, PL21
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.3	0	PL14, PL15, PL17, PL18, PL32, PL36, PL5, PL6, PL7
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.1	0	PL16, PL29, PL30, PL33, PL8
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.9	0	PL1, PL2, PL9
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.10	0	PL1
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.6	0	PL22
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.20	0	PL29, PL33, PL37, PL8
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.5	0	PL35, PL8
7124fb3d690bb2b42b2e3f0bd08fef1c	EC:4.2.2.19	0	PL6
7448c7e7ca0adb9782c7228e53bcffc3	EC:1.10.3.2	0	AA1
7448c7e7ca0adb9782c7228e53bcffc3	EC:1.1.99.18	0	AA3
7448c7e7ca0adb9782c7228e53bcffc3	EC:1.1.3.9	0	AA5
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.1.3	0	CE10
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.1.7	0	CE10
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.1.8	0	CE10
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.1.13	0	CE10
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.5.1.10	0	CE11
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.1.72	0	CE12, CE1, CE2, CE3, CE4, CE5, CE6, CE7
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.5.1.89	0	CE14
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.1.73	0	CE1
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.1.1	0	CE1
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.2.12	0	CE1
7448c7e7ca0adb9782c7228e53bcffc3	EC:2.3.1.20	0	CE1
7448c7e7ca0adb9782c7228e53bcffc3	EC:2.3.1.12	1	CE1
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.5.1.41	0	CE4
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.1.74	0	CE5
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.1.41	0	CE7
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.1.1.11	0	CE8
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.5.1.25	1	CE9
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.26	1	GH100, GH32, GH68
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.97	0	GH101
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.17	1	GH105, GH106, GH108, GH16, GH17, GH18, GH19, GH1, GH22, GH23, GH24, GH25, GH28, GH31, GH38, GH48, GH63, GH73, GH78, GH7, GH86
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.40	0	GH106, GH28, GH78
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.8	0	GH10, GH11, GH141, GH30, GH43, GH51, GH5, GH8, GH98
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.4	0	GH10, GH124, GH12, GH44, GH45, GH48, GH51, GH5, GH6, GH74, GH7, GH8, GH9
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.22	1	GH110, GH27, GH31, GH36, GH4, GH57, GH97
7448c7e7ca0adb9782c7228e53bcffc3	EC:2.4.1.21	0	GH112, GH65, GT10, GT1, GT20, GT2, GT55, GT5
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.78	0	GH113, GH134, GH26, GH45, GH5
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.10	1	GH114, GH13, GH16, GH1, GH26, GH31, GH5, GH63, GH65, GH76, GH98
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.21	1	GH116, GH1, GH3, GH5, GH9
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.37	0	GH116, GH120, GH1, GH2, GH30, GH39, GH3, GH43, GH51, GH52, GH54
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.45	0	GH116, GH30, GH3, GH5
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.52	0	GH116, GH20, GH3, GH5, GH84
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.81	0	GH118, GH16, GH50, GH86
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.1	0	GH119, GH13, GH57
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.20	1	GH122, GH13, GH31, GH4, GH63, GH76, GH97
7448c7e7ca0adb9782c7228e53bcffc3	EC:3.2.1.18	0	GH127, GH137, GH142, GH146, GH156, GH16, GH1, GH33, GH34, GH83
